FAFB,MAOL,MCNS
720575940624115789,80596,113105
720575940628880912,97943,113122
720575940630725340,100384,113146
720575940611363170,106178,113161
720575940611370872,109742,113187
720575940618454848,113264,113201
720575940623253640,113788,113292
720575940626272002,114262,113295
720575940626439866,117900,113362
720575940626465667,124181,113373
720575940631992623,164927,113391
720575940632110543,57604,113445
720575940622606867,58225,113493
720575940611423842,65531,113503
720575940626237386,67074,113504
720575940611462350,68903,113505
720575940611482517,70980,113551
720575940619451887,72691,113552
720575940620931931,72979,113554
720575940621842928,73481,113556
720575940622377421,73652,113561
720575940629470107,74000,113577
720575940629494210,76828,113614
720575940639859534,77265,113718
720575940640878544,78108,113726
720575940619115077,79676,113763
720575940618375451,80785,113765
720575940626502970,80866,113774
720575940627568259,81451,113857
720575940629329516,81829,113944
720575940623571711,82145,114034
720575940621314480,82931,114056
720575940627344729,84415,114081
720575940627706122,84753,114180
720575940620595792,85248,114228
720575940611642210,88259,114339
720575940613547673,88273,114350
720575940611643256,91253,114412
720575940611646584,91578,114434
720575940611652194,93318,114481
720575940617426773,96625,114501
720575940617473721,98800,114533
720575940634188770,100890,114543
720575940627335576,103727,114672
720575940632898444,104471,114673
720575940640012403,104733,114690
720575940623783167,104936,114692
720575940642372237,105857,114701
720575940615647634,107299,114722
720575940616675033,107505,114768
720575940617345467,109418,114825
720575940618693154,112778,114915
720575940626011952,114274,114989
720575940629148944,114873,114998
720575940617365597,115560,115026
720575940620049488,116307,115088
720575940621607078,117373,115107
720575940627036170,117681,115123
720575940625666200,117785,115172
720575940635037082,118174,115206
720575940627965031,120127,115247
720575940625260839,125354,115250
720575940627760015,125361,115306
720575940615730026,125622,115324
720575940615198370,127619,115332
720575940638302948,127662,115373
720575940613246322,128235,115379
720575940621068404,129376,115387
720575940628182661,132195,115448
720575940630822522,133030,115506
720575940622750941,137119,115523
720575940629207056,139983,115530
720575940632588113,145298,115539
720575940611860578,14919,115590
720575940622599518,21682,115605
720575940630010955,22180,115676
720575940630334787,23031,115710
720575940627616277,23597,115784
720575940637626480,23678,115886
720575940611869206,23759,115888
720575940614621687,26252,115908
720575940623214474,26435,115940
720575940623688455,26690,115947
720575940622199372,27066,115975
720575940622362845,27381,116053
720575940623943143,27636,116088
720575940622719564,28053,116124
720575940627800007,28145,116167
720575940630372603,28353,116305
720575940621771969,28681,116372
720575940627996924,28912,116400
720575940628319484,29020,116417
720575940628717062,29028,116418
720575940641752309,29174,116545
720575940611965138,29322,116578
720575940623477272,29468,116660
720575940624811708,29477,116664
720575940640964304,29500,116684
720575940630050686,29539,116810
720575940630754942,29637,116854
720575940632542289,29957,116891
720575940633169060,30129,116894
720575940641636571,30164,116911
720575940652792310,30233,116948
720575940612678130,30235,116962
720575940621305953,30352,116988
720575940628467708,30384,117015
720575940633590445,30416,117118
720575940615427650,30563,117167
720575940630238007,30609,117177
720575940624231677,30701,117181
720575940625306812,30740,117214
720575940642688909,30761,117354
720575940653631905,30824,117395
720575940630204476,30861,117447
720575940616810582,30950,117467
720575940624467197,30990,117488
720575940615315602,31095,117537
720575940624832841,31133,117793
720575940632700487,31198,117803
720575940612067546,31258,117808
720575940612079054,31282,117847
720575940612085909,31352,117850
720575940612090005,31441,117851
720575940621721549,31496,117893
720575940622117572,31645,118098
720575940623108129,31749,118107
720575940631372406,31764,118108
720575940636497118,31856,118134
720575940612103386,31969,118195
720575940615130218,32011,118202
720575940617469021,32030,118205
720575940612119921,32053,118230
720575940617099532,32091,118235
720575940626820227,32245,118261
720575940637711326,32278,118395
720575940644763684,32280,118414
720575940617103163,32365,118475
720575940628434950,32462,118486
720575940632163655,32477,118552
720575940631000940,32503,118601
720575940619930929,32711,118694
720575940647756932,32825,118695
720575940623660799,33032,118727
720575940639309621,33084,118755
720575940623560959,33106,118757
720575940620478959,33126,118777
720575940622939272,33232,118783
720575940628027800,33272,118787
720575940637274213,33279,118800
720575940660639361,33379,118989
720575940614771874,33444,119025
720575940619408219,33472,119032
720575940626337342,33542,119034
720575940633379991,33562,119048
720575940647389236,33586,119089
720575940630759223,33616,119130
720575940632980132,33647,119156
720575940637614704,33690,119200
720575940641297616,33869,119306
720575940632874029,33962,119343
720575940626465594,34235,119349
720575940612268913,34258,119364
720575940621348272,34280,119374
720575940612280945,34310,119395
720575940627285381,34497,119424
720575940626034435,34565,119434
720575940626046723,34680,119449
720575940627262739,34690,119458
720575940627916616,34785,119554
720575940617656610,34968,119623
720575940632540753,35091,119640
720575940612316634,35374,119716
720575940629601786,35473,119805
720575940637848030,35760,119812
720575940612319125,35937,119859
720575940612330609,36070,119912
720575940627644693,36084,120005
720575940616851643,36103,120084
720575940623593571,36108,120100
720575940617548177,36196,120132
720575940620627439,36199,120162
720575940631920983,36253,120190
720575940612373198,36293,120228
720575940612376306,36306,120236
720575940640667736,36341,120278
720575940625238861,36511,120329
720575940638514665,36894,120337
720575940629609883,37011,120389
720575940612400753,37125,120394
720575940615072268,37141,120470
720575940612404954,37169,120498
720575940612411289,37389,120608
720575940623572774,37430,120720
720575940627480842,37515,120751
720575940629609283,37548,120813
720575940636904538,37862,120835
720575940637344910,37989,120846
720575940615401589,37998,120850
720575940613601261,38107,120871
720575940638493156,38186,120912
720575940617324061,38335,121001
720575940639962496,38366,121060
720575940627799317,38433,121127
720575940620766702,38650,121137
720575940643751072,38739,121242
720575940630049836,39301,121247
720575940612485489,39387,121266
720575940614135215,39432,121274
720575940624975288,39556,121337
720575940625213628,39621,121353
720575940622063487,39652,121355
720575940630044775,39687,121391
720575940646106903,40015,121431
720575940624122805,40074,121484
720575940617545985,40078,121486
720575940621017771,40521,121624
720575940627110531,40996,121655
720575940647444276,41038,121689
720575940612567722,41056,121715
720575940631259679,41109,121750
720575940640376947,41454,121777
720575940634688156,41669,121805
720575940621890440,41847,121819
720575940628831531,42352,121876
720575940615571423,42606,121971
720575940617597881,42667,122033
720575940629699415,42876,122099
720575940645621870,43276,122119
720575940648408953,43994,122122
720575940612618931,44106,122159
720575940623377357,44363,122181
720575940619105600,44608,122192
720575940635885163,44955,122274
720575940637297892,46147,122380
720575940620971691,46450,122389
720575940645554455,46584,122508
720575940621311965,46914,122513
720575940612658984,47079,122545
720575940620988654,47171,122602
720575940612664818,47643,122699
720575940612670361,48105,122724
720575940623025663,48133,122779
720575940641328629,48250,122793
720575940613940911,48391,122807
720575940612673393,48518,122814
720575940647959428,48913,122897
720575940612684773,49321,122907
720575940619835953,49901,122915
720575940623663821,49958,122970
720575940629553487,49964,123039
720575940630028154,50106,123068
720575940637437808,50151,123082
720575940652940278,50272,123179
720575940612714901,50286,123183
720575940628004113,50331,123188
720575940612720691,50407,123210
720575940618273821,50425,123229
720575940628030863,50621,123230
720575940629267564,50651,123391
720575940612726770,50672,123442
720575940612885935,50976,123444
720575940619452027,51169,123573
720575940620108411,51260,123588
720575940631773226,51493,123625
720575940612748146,51559,123658
720575940613176239,51599,123668
720575940622929885,51796,123687
720575940612757490,51926,123707
720575940621023214,51986,123714
720575940625426190,52109,123742
720575940629337243,52175,123747
720575940632276049,52213,123755
720575940638430783,52563,123806
720575940614400510,52797,123873
720575940628011066,52800,123941
720575940638282980,52929,124028
720575940631980172,53092,124113
720575940617388427,53129,124350
720575940622458838,53388,124405
720575940636687790,53516,124494
720575940622290044,53577,124515
720575940621688752,54083,124523
720575940639998552,54158,124563
720575940612825770,54209,124590
720575940626819356,54301,124592
720575940643907272,54334,124619
720575940617599193,54442,124686
720575940612868019,54585,124713
720575940612882906,54743,124736
720575940639293493,54777,124761
720575940630507740,54836,124768
720575940660296833,54855,124785
720575940615190993,54873,124825
720575940624673515,54901,124859
720575940640194648,55038,124870
720575940644951844,55039,124871
720575940618146875,55173,124874
720575940625203699,55272,124878
720575940633782170,55503,124892
720575940634350584,55569,124905
720575940627906429,55645,124974
720575940623733386,55758,125068
720575940630377975,55871,125133
720575940612974706,55892,125149
720575940626589468,55898,125166
720575940627480472,56060,125189
720575940629486927,56292,125199
720575940612989849,56306,125215
720575940618193665,56636,125338
720575940617039733,57055,125384
720575940639735203,57135,125565
720575940617686356,57213,125571
720575940627749116,57262,125633
720575940626915109,57285,125660
720575940613055090,57290,125683
720575940626408650,57444,125692
720575940631945002,57610,125711
720575940617780153,57685,125718
720575940618127387,57847,125853
720575940613068970,57855,125892
720575940616392276,57927,125909
720575940624720788,57939,125914
720575940635889844,58008,125924
720575940618751045,58195,125997
720575940629247224,58202,126026
720575940624812519,58482,126034
720575940639075517,58536,126079
720575940613152170,58601,126097
720575940620963931,58735,126124
720575940632158767,58777,126126
720575940632430623,58866,126147
720575940613194410,59129,126197
720575940638239558,59160,126231
720575940625119723,59271,126317
720575940631824938,59372,126333
720575940631358735,59484,126346
720575940624993975,59689,126399
720575940614366111,59722,126454
720575940625372174,59830,126480
720575940617413561,59956,126651
720575940622077722,60010,126668
720575940623742972,60042,126686
720575940627778703,60094,126950
720575940629157275,60138,127010
720575940640729552,60281,127052
720575940613427058,60311,127118
720575940621478765,60366,127167
720575940613296554,60533,127307
720575940620010712,60550,127334
720575940614351075,60628,127409
720575940630495804,60785,127547
720575940637205481,60847,127601
720575940632046393,61039,127667
720575940621642612,61080,127796
720575940622177886,61133,127823
720575940624651499,61477,127840
720575940627238430,61491,127890
720575940633640929,61511,127986
720575940639124814,61759,128083
720575940617253435,61890,128107
720575940622405770,61910,128132
720575940627917834,62000,128143
720575940649765497,62308,128168
720575940627322128,62358,128255
720575940629119985,62388,128280
720575940618682448,62567,128295
720575940618906270,62885,128311
720575940624101895,63019,128354
720575940626563844,63263,128376
720575940627758858,63339,128382
720575940617414283,63418,128399
720575940620652016,63440,128440
720575940627572815,63447,128501
720575940640117968,63484,128518
720575940620940097,63686,128561
720575940620750273,63690,128631
720575940613551853,63744,128640
720575940621073249,63751,128713
720575940621909680,63777,128715
720575940626797913,63815,128788
720575940630375419,63857,128820
720575940633798335,63976,128827
720575940618143449,63984,128837
720575940624948775,63985,128859
720575940625993776,64112,128863
720575940627719752,64534,128869
720575940633192930,64546,128885
720575940633121692,64679,128927
720575940624194229,64757,128945
720575940646929187,65107,128947
720575940614556335,65191,129028
720575940618116642,65194,129041
720575940613633576,65240,129067
720575940635616154,65386,129219
720575940627531651,65442,129262
720575940622714119,65583,129282
720575940644711972,65591,129300
720575940633321954,65673,129347
720575940645312535,65717,129393
720575940620285131,65855,129413
720575940622638204,66035,129547
720575940622849356,66051,129632
720575940633432621,66378,129634
720575940613792493,66408,129637
720575940613803378,66861,129646
720575940613818664,66862,129732
720575940636280183,67054,129745
720575940620946054,67062,129750
720575940644694564,67166,129793
720575940623026764,67290,129986
720575940629047814,67306,129995
720575940624960776,67519,129999
720575940613876776,67733,130023
720575940614454183,67738,130037
720575940613905583,67978,130065
720575940636920297,68117,130073
720575940613936109,68120,130141
720575940627161884,68449,130158
720575940637439600,69161,130236
720575940638400163,69217,130346
720575940626695811,69465,130379
720575940639283765,69844,130384
720575940628538118,70680,130405
720575940636685157,70780,130428
720575940638195177,70925,130463
720575940613991391,71203,130492
720575940614013438,71428,130501
720575940614019309,71465,130545
720575940619262844,72273,130559
720575940624327402,72834,130592
720575940625366503,73154,130643
720575940640906403,73438,130665
720575940619260470,73474,130668
720575940620035664,73791,130682
720575940632211986,73969,130857
720575940621601857,74292,130884
720575940631626514,74317,130898
720575940632015427,74598,130918
720575940635764728,74648,130924
720575940614137255,75187,130965
720575940614141250,75402,130983
720575940631652114,75613,130990
720575940621638832,75671,131091
720575940625468967,75672,131211
720575940636092272,75694,131231
720575940619680472,75776,131239
720575940614190376,75847,131256
720575940614221283,75856,131348
720575940617307275,75940,131408
720575940641596149,76011,131487
720575940614275624,76062,131535
720575940630851900,76480,131560
720575940614257298,76519,131711
720575940620198420,76736,131832
720575940636728036,76842,132037
720575940637414975,77027,132059
720575940628913769,77402,132107
720575940620749249,77511,132119
720575940617889595,77663,132233
720575940614952810,77733,132286
720575940630273150,78383,132337
720575940635400622,78816,132383
720575940637816432,78952,132408
720575940615944854,78961,132433
720575940627471016,79046,132576
720575940637918042,79468,132592
720575940621092955,79519,132694
720575940615248790,79603,132714
720575940643483172,79894,132746
720575940623753254,80075,132853
720575940626690960,80154,132860
720575940632351007,80314,132885
720575940614465199,80336,132932
720575940626683338,80424,132936
720575940618100770,81480,132984
720575940614494718,81715,132998
720575940621425134,81887,133071
720575940627332457,81896,133121
720575940623401496,81938,133329
720575940621789473,82183,133341
720575940638054746,82184,133374
720575940621088391,82316,133421
720575940629231888,82551,133548
720575940614567731,82807,133579
720575940637761392,82827,133674
720575940614588926,83054,133711
720575940624653547,83080,133719
720575940624989076,83085,133760
720575940625232906,83116,133796
720575940633203620,83209,133800
720575940644015008,83320,133843
720575940614655538,83616,133942
720575940614667570,83698,133961
720575940618543680,83708,133986
720575940645089646,83761,134027
720575940628235761,83779,134040
720575940635565978,83871,134074
720575940620607508,84520,134170
720575940622277726,84783,134185
720575940622690311,84857,134255
720575940630512758,85004,134260
720575940631110252,85300,134309
720575940614710737,85369,134326
720575940637439856,85432,134328
720575940624104117,85611,134460
720575940633376173,85727,134488
720575940634198483,85787,134516
720575940618509851,86120,134619
720575940628819399,86238,134638
720575940626820636,86582,134689
720575940624018869,86584,134695
720575940622077300,86984,134766
720575940624504042,87207,134845
720575940625675790,87302,134860
720575940614816362,87410,134864
720575940620194951,87598,134890
720575940627627657,87689,134930
720575940614827262,87738,134938
720575940616433269,87847,134972
720575940633836954,87849,135009
720575940621393830,87869,135019
720575940649873529,87910,135035
720575940623348694,87963,135036
720575940618091035,88096,135145
720575940627641416,88135,135149
720575940620727022,88535,135164
720575940627818121,88985,135169
720575940636842670,89225,135170
720575940614965906,89278,135204
720575940634304692,89378,135240
720575940614976175,89486,135318
720575940615002791,89569,135336
720575940615005351,89592,135384
720575940615016098,89727,135424
720575940626913223,89790,135601
720575940615076002,90008,135625
720575940624491755,90320,135636
720575940627254873,90328,135648
720575940615093410,90406,135678
720575940619588918,90442,135766
720575940622283814,90670,135767
720575940629159785,90834,135851
720575940640758912,90926,135869
720575940616510325,91074,135900
720575940618442955,91086,135937
720575940621079393,91118,135942
720575940629383184,91127,135971
720575940619584064,91328,135989
720575940623357222,91618,136013
720575940617437913,91746,136082
720575940618639189,91803,136148
720575940624208381,91923,136169
720575940627629585,92007,136178
720575940629421304,92241,136239
720575940628205705,92510,136264
720575940631637304,92551,136338
720575940622854837,92689,136363
720575940621368496,92878,136374
720575940615189407,92935,136385
720575940628035605,93235,136589
720575940632605092,93623,136635
720575940645824110,93670,136662
720575940615195554,93858,136777
720575940641341685,94203,136802
720575940625412414,94260,136840
720575940632335500,94326,136851
720575940629400619,94498,136885
720575940630902828,95123,136962
720575940640761728,95160,137009
720575940640881752,95259,137068
720575940636104811,95664,137074
720575940615260428,95744,137099
720575940615270210,96005,137104
720575940615297503,96310,137121
720575940635018135,96416,137124
720575940652482806,96894,137146
720575940615320994,97296,137324
720575940617045365,97653,137337
720575940619594545,97673,137354
720575940631906360,98023,137411
720575940615338642,98200,137448
720575940625634968,98594,137466
720575940624169769,98597,137569
720575940627127129,98787,137582
720575940628605702,98963,137615
720575940630852663,99585,137759
720575940642577371,99592,137785
720575940622586145,99953,138081
720575940632572447,99974,138114
720575940639761213,99979,138131
720575940618506955,100534,138172
720575940615420327,100668,138239
720575940621473456,100701,138253
720575940639246645,102001,138279
720575940621412518,102343,138322
720575940626632450,102886,138343
720575940648530553,103256,138398
720575940623483350,103585,138498
720575940638553828,103655,138536
720575940621592558,103968,138538
720575940615890235,104063,138587
720575940615545922,104221,138710
720575940615556246,104333,138824
720575940627530756,104663,138971
720575940624104632,104731,138978
720575940615590250,104764,139052
720575940618723397,104938,139112
720575940615594399,105202,139135
720575940635826356,105533,139183
720575940615624972,106424,139200
720575940619842901,106811,139370
720575940631394245,107172,139385
720575940636121012,107419,139444
720575940615645663,107421,139445
720575940622143770,107796,139500
720575940616264646,107893,139549
720575940615666794,107940,139578
720575940626769560,108040,139611
720575940622221606,108076,139666
720575940615679850,108448,139984
720575940619469214,108527,140008
720575940647755908,109365,140080
720575940629304139,109590,140142
720575940622735740,109721,140159
720575940626632848,109854,140207
720575940625095205,109943,140251
720575940648621956,110016,140325
720575940623398157,110218,140367
720575940616614742,110321,140420
720575940625279731,110640,140424
720575940630887442,111806,140446
720575940633947161,111816,140486
720575940636189541,111938,140493
720575940646690595,112066,140526
720575940631185452,112271,140604
720575940636622820,112297,140886
720575940627138137,112570,141012
720575940652675574,112819,141022
720575940624829927,112900,141026
720575940626062268,113200,141059
720575940637744752,113265,141167
720575940615851167,113385,141192
720575940636562574,113478,141197
720575940640698240,113624,141472
720575940615880607,113766,141494
720575940629491611,114497,141495
720575940620418836,114500,141572
720575940626157578,114581,141608
720575940626359427,114618,141649
720575940631555535,114671,141686
720575940654782625,114845,141693
720575940621833142,114907,141730
720575940615958175,115535,141787
720575940616000268,115891,141795
720575940616014348,116345,141822
720575940634658841,116924,141857
720575940616066154,117029,141868
720575940641558491,117258,141898
720575940634415385,117365,141902
720575940635839668,117564,141973
720575940635551840,117844,141985
720575940623400472,117873,142024
720575940620692103,118068,142108
720575940636018936,118115,142158
720575940616141378,118566,142208
720575940616149204,119172,142282
720575940633487059,119198,142283
720575940619763309,119588,142334
720575940625264713,119666,142359
720575940621964784,119764,142373
720575940626143946,120373,142391
720575940638182889,120471,142447
720575940627411593,120956,142472
720575940631492153,121129,142479
720575940628223431,121511,142503
720575940627693114,121572,142525
720575940624243207,121801,142602
720575940632779603,122026,142612
720575940641709787,122260,142614
720575940616276921,122272,142628
720575940623778186,122281,142690
720575940625270932,122495,142694
720575940628291349,122819,142727
720575940627187475,123130,142760
720575940635386010,123155,142777
720575940623575507,123176,143162
720575940616544268,123189,143226
720575940631115771,123234,143266
720575940636073567,123498,143274
720575940616944726,123522,143278
720575940622443034,124545,143299
720575940637662298,124557,143315
720575940616361228,124710,143319
720575940616387039,125087,143325
720575940638958707,125200,143329
720575940637954357,125643,143384
720575940622806920,125672,143388
720575940652927990,125871,143452
720575940627943172,126616,143459
720575940628031816,126848,143482
720575940652955126,126904,143486
720575940619954648,127495,143547
720575940622609246,127767,143600
720575940626561679,127984,143677
720575940625934375,128137,143742
720575940631175030,128402,143760
720575940616500786,128432,143865
720575940631863864,128458,143890
720575940621678196,128620,144020
720575940626393677,129310,144093
720575940627907197,129417,144196
720575940649420409,129605,144245
720575940624477111,129742,144270
720575940618199513,129907,144332
720575940617690041,129937,144375
720575940622329008,130173,144426
720575940619320188,130436,144436
720575940627211786,130442,144437
720575940639295558,130505,144439
720575940632183948,130570,144446
720575940618270754,130785,144751
720575940618349825,131073,144798
720575940621796084,131300,144846
720575940619818033,131463,144987
720575940624140617,131595,145213
720575940639023962,131618,145243
720575940620833627,131678,145260
720575940616924428,131700,145314
720575940620967039,131827,145350
720575940623331464,131830,145377
720575940620368587,131896,145379
720575940621220590,131975,145551
720575940634610844,132426,145561
720575940636943081,132550,145676
720575940620723233,132645,145743
720575940641387405,132703,145810
720575940616985973,133052,145820
720575940617001266,133107,145822
720575940632642847,133375,145850
720575940628988007,133417,145892
720575940617056598,133444,145911
720575940618271316,133769,146037
720575940629614065,134000,146174
720575940617118533,134053,146300
720575940631619667,134437,146716
720575940627664773,134570,146809
720575940629627547,134870,146919
720575940630715129,134955,146937
720575940638923492,135190,147058
720575940647596164,135556,147063
720575940638172250,135586,147079
720575940617930241,135785,147157
720575940627624977,135872,147175
720575940626680337,136090,147234
720575940617294166,136284,147259
720575940634284444,136300,147269
720575940626347466,136530,147343
720575940638144602,136588,147354
720575940624081993,136593,147363
720575940628304124,136703,147383
720575940628568514,136806,147439
720575940633696723,137246,147475
720575940627723645,137729,147478
720575940626156325,137761,147537
720575940628227465,137850,147631
720575940630405676,137861,147663
720575940623774652,138004,147676
720575940627286012,138137,147740
720575940628260096,138216,147749
720575940617426496,138426,147766
720575940625626638,138819,147785
720575940617469277,138850,147831
720575940618244898,138897,147956
720575940624038182,139106,148007
720575940640209267,139398,148170
720575940617508281,139543,148307
720575940627510544,139667,148330
720575940622974173,139701,148506
720575940626134026,139805,148530
720575940647465860,139806,148534
720575940625095828,139885,148565
720575940653632417,139910,148594
720575940617537681,140065,148639
720575940617543124,140083,148667
720575940620486336,140505,148717
720575940624909319,140674,148777
720575940645636375,140724,148855
720575940640056893,141142,148907
720575940622671367,141443,148959
720575940622294878,141760,149015
720575940633225427,141869,149040
720575940623678698,142170,149288
720575940631028219,142461,149711
720575940633427155,142554,149834
720575940635593208,142655,149851
720575940635510623,143585,149871
720575940644030830,143881,149879
720575940620864289,143914,149905
720575940632502543,143933,149917
720575940627777129,143955,149940
720575940643797192,144201,149969
720575940622013680,144453,150008
720575940627657853,144768,150070
720575940623605907,144855,150149
720575940617972198,144962,150163
720575940617830289,145008,150327
720575940623655423,145125,150439
720575940619975765,145142,150444
720575940632358930,145563,150461
720575940644891336,145581,150684
720575940653561334,145584,150754
720575940626457034,145733,150904
720575940619077445,146050,150981
720575940617840897,146051,151008
720575940617852573,146235,151079
720575940629851436,146611,151121
720575940617865105,146727,151319
720575940628533703,146836,151385
720575940641325813,147350,151625
720575940618317853,147807,151640
720575940623965587,148012,151697
720575940628516355,148968,151702
720575940624482195,148997,151798
720575940645484084,149090,151808
720575940648340868,149242,151836
720575940618038457,149559,151876
720575940638403561,149679,152123
720575940635934456,149846,152131
720575940625810253,151026,152135
720575940640359843,151425,152143
720575940620115316,151524,152197
720575940622362589,151906,152206
720575940631539019,151931,152222
720575940624936171,152164,152306
720575940621482678,152608,152469
720575940633275874,152764,152569
720575940642613645,152904,152708
720575940646748451,153364,152768
720575940618632532,153365,152947
720575940621714928,153561,153094
720575940624280137,153654,153300
720575940626373182,153984,153467
720575940619280320,154098,153604
720575940630597719,154618,153656
720575940619468086,154989,153717
720575940621798689,155095,153799
720575940624349734,155781,153837
720575940632767336,155843,153985
720575940618259357,156827,153992
720575940634246611,156856,154334
720575940650489721,158134,154385
720575940623467533,158513,154462
720575940628796521,159071,154543
720575940629842719,159299,154556
720575940645393774,159357,154592
720575940618441812,159459,154757
720575940623855145,159671,154836
720575940645570071,160172,154847
720575940618491805,160434,154864
720575940629774071,160701,155124
720575940621447406,160743,155134
720575940618511643,162034,155495
720575940627853882,163162,155662
720575940623738820,163508,155800
720575940619963697,163683,155856
720575940628081797,164002,155880
720575940647533188,164071,155908
720575940620568235,164280,155984
720575940624218409,164285,156009
720575940622695774,164398,156418
720575940620202405,164566,156610
720575940632959132,165606,156882
720575940618714651,165766,156950
720575940618722112,166215,157000
720575940633702370,167629,157158
720575940624920980,168310,157268
720575940641960693,169008,157390
720575940618752837,169028,157543
720575940618769054,169031,157546
720575940618780752,169330,157745
720575940640632016,169450,157994
720575940627068568,169453,158005
720575940637701598,169994,158010
720575940621582145,170405,158056
720575940618920395,173209,158074
720575940630820396,174203,158356
720575940639923261,175885,158377
720575940625971900,176217,158439
720575940625027260,176427,158455
720575940637893598,176623,158560
720575940644315080,177557,158874
720575940625133543,178107,159375
720575940632397393,178531,159658
720575940619101248,178744,159864
720575940628126024,181116,159913
720575940629138025,181540,160157
720575940625655192,182478,160215
720575940619144571,183517,160554
720575940622228741,186000,160904
720575940629835390,186178,161182
720575940626293379,186574,161349
720575940628791114,188161,161401
720575940619262331,191681,162252
720575940647942964,192518,162634
720575940619302454,192790,162743
720575940619336256,193103,162794
720575940622377343,194061,162990
720575940619361445,195836,163474
720575940619376856,196053,163479
720575940630250490,196589,163501
720575940632321355,196923,163510
720575940633773025,198210,163691
720575940619392892,214676,163913
720575940626283108,511828,164064
720575940633576161,523825,164146
720575940619444603,525869,164251
720575940632950948,529931,164464
720575940660450689,529933,164502
720575940621962918,531388,164523
720575940626293808,533423,164586
720575940632123020,533693,164893
720575940619684918,536368,164991
720575940621963958,541676,165090
720575940619568478,541783,165262
720575940624962062,543182,165358
720575940634946199,543469,166048
720575940621636084,545059,166050
720575940627683727,545978,166086
720575940632161361,549414,166088
720575940634300642,554203,166105
720575940631308027,554592,166177
720575940636623608,554757,166312
720575940621564763,555650,166459
720575940619679425,557224,166785
720575940631629899,564328,166812
